ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
IDXX,118,2026-08-13,beta_hedged,0.4924090509016812,0.4,2,0.0,566.9299926757812,431457064.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | vol_21d(-0.004)
CTAS,119,2026-08-13,beta_hedged,0.49239710173538004,0.39487179487179486,2,0.0,200.6999969482422,501239115.0,vol_63d(-0.008) | vol_10d(-0.002) | ret_10d(+0.001)
SYK,120,2026-08-13,beta_hedged,0.49225860016660333,0.38974358974358975,2,0.0,341.0899963378906,762530706.0,vol_63d(-0.007) | vol_21d(-0.004) | vol_63d_rank(+0.004)
DHI,121,2026-08-13,beta_hedged,0.4922501113766944,0.38461538461538464,2,0.0,149.8800048828125,393926652.0,vol_21d(-0.004) | vol_63d(-0.004) | close_vs_sma200(-0.003)
CTVA,122,2026-08-13,beta_hedged,0.4922276843188024,0.37948717948717947,2,0.0,75.79000091552734,388638538.0,vol_63d(-0.007) | vol_10d(+0.005) | vol_21d(-0.004)
BKR,123,2026-08-13,beta_hedged,0.49204801330310793,0.37435897435897436,2,0.0,63.439998626708984,528969759.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
CPRT,124,2026-08-13,beta_hedged,0.49152275073084833,0.36923076923076925,2,0.0,29.389999389648438,324333170.0,vol_63d(-0.006) | vol_21d(-0.005) | vol_63d_rank(+0.004)
UPS,125,2026-08-13,beta_hedged,0.491514066522105,0.3641025641025641,2,0.0,105.54000091552734,629128852.0,vol_63d(-0.006) | vol_21d(-0.004) | close_vs_sma200(-0.002)
TT,126,2026-08-13,beta_hedged,0.49146663730455614,0.358974358974359,2,0.0,477.69000244140625,607709823.0,vol_63d(-0.004) | close_vs_sma200(-0.002) | vol_ratio(-0.002)
QCOM,127,2026-08-13,beta_hedged,0.4914289937557314,0.35384615384615387,2,0.0,164.7899932861328,2033219888.0,vol_63d(+0.008) | sharpe_mom_21(-0.005) | ret_21d_rank(-0.004)
CSX,128,2026-08-13,beta_hedged,0.4913429064369936,0.3487179487179487,2,0.0,50.13999938964844,718310779.0,vol_63d_rank(-0.011) | vol_63d(-0.006) | close_vs_sma200(+0.006)
SHW,129,2026-08-13,beta_hedged,0.4910241910206987,0.3435897435897436,2,0.0,361.54998779296875,714753868.0,vol_63d(-0.007) | vol_21d(-0.005) | vol_63d_rank(+0.001)
VRT,130,2026-08-13,beta_hedged,0.49075479045208975,0.3384615384615385,2,0.0,287.07000732421875,1672038322.0,vol_63d(+0.009) | ret_10d(-0.008) | close_vs_sma200(-0.005)
VRSN,131,2026-08-13,beta_hedged,0.49065597941281275,0.3333333333333333,2,0.0,287.1499938964844,255393327.0,vol_63d(-0.006) | vol_21d(-0.004) | vol_63d_rank(+0.004)
