ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
SMCI,1,2026-09-14,beta_hedged,0.603045067898875,1.0,5,0.005,36.7400016784668,1527944930.0,vol_10d(+0.028) | vol_63d(+0.025) | mkt_dispersion(+0.014)
GRMN,27,2026-09-14,beta_hedged,0.5322394787321516,0.8673469387755102,5,0.005,280.3800048828125,250496691.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.007) | mkt_dispersion(+0.005)
MCHP,28,2026-09-14,beta_hedged,0.5312694987257688,0.8622448979591837,5,0.005,71.4800033569336,595920233.0,vol_63d(+0.020) | mkt_dispersion(+0.007) | vol_63d_rank(+0.004)
CTSH,29,2026-09-14,beta_hedged,0.5282137249256252,0.8571428571428571,5,0.005,64.0999984741211,348517617.0,vol_63d(+0.016) | mkt_dispersion(+0.007) | vol_63d_rank(+0.006)
WDAY,30,2026-09-14,beta_hedged,0.5270995999682268,0.8520408163265306,5,0.005,194.2100067138672,793652938.0,vol_63d(+0.015) | mkt_dispersion(+0.008) | vol_63d_rank(+0.005)
MU,31,2026-09-14,beta_hedged,0.5269871009448228,0.8469387755102041,5,0.005,924.030029296875,25147950649.0,vol_63d(+0.019) | mkt_dispersion(+0.011) | mkt_breadth(-0.005)
PTC,32,2026-09-14,beta_hedged,0.5247153274101835,0.8418367346938775,5,0.005,136.64999389648438,190487361.0,vol_63d(+0.009) | mkt_dispersion(+0.005) | ret_63d(+0.003)
IT,33,2026-09-14,beta_hedged,0.5245290873138426,0.8367346938775511,5,0.005,197.07000732421875,221689692.0,vol_63d(+0.014) | vol_10d(+0.014) | mkt_dispersion(+0.009)
MSFT,34,2026-09-14,beta_hedged,0.5243939174596489,0.8316326530612245,5,0.005,505.4100036621094,10295525048.0,vol_63d_rank(+0.005) | close_vs_sma200(+0.004) | vol_63d(+0.004)
SWKS,35,2026-09-14,beta_hedged,0.5236669133695463,0.826530612244898,5,0.005,79.26000213623047,453895505.0,vol_63d(+0.017) | vol_10d(+0.010) | mkt_dispersion(+0.009)
KLAC,36,2026-09-14,beta_hedged,0.5228331074637254,0.8214285714285714,5,0.005,169.08999633789062,1670424556.0,vol_63d(+0.020) | mkt_dispersion(+0.009) | ret_63d(-0.004)
CRL,37,2026-09-14,beta_hedged,0.5226360827468146,0.8163265306122449,5,0.005,273.1099853515625,238425669.0,vol_63d_rank(+0.006) | mkt_dispersion(+0.005) | vol_63d(+0.004)
TPR,38,2026-09-14,beta_hedged,0.5224069566467237,0.8112244897959183,5,0.005,117.91000366210938,459367340.0,vol_63d(+0.009) | vol_63d_rank(+0.005) | mkt_dispersion(+0.004)
COO,39,2026-09-14,beta_hedged,0.5220193849113892,0.8061224489795918,5,0.005,54.220001220703125,197491203.0,vol_10d(+0.015) | close_vs_sma50(+0.008) | ret_21d_rank(-0.007)
NEM,40,2026-09-14,beta_hedged,0.5217517236656676,0.8010204081632653,5,0.005,123.06999969482422,1022093679.0,vol_63d(+0.007) | mkt_dispersion(+0.005) | vol_63d_rank(+0.004)
DASH,41,2026-09-14,beta_hedged,0.5215561383888634,0.7959183673469388,4,0.0,203.5399932861328,873435197.0,vol_63d(+0.008) | mkt_dispersion(+0.005) | vol_63d_rank(+0.005)
BBY,42,2026-09-14,beta_hedged,0.5211676483524603,0.7908163265306123,4,0.0,94.83000183105469,358307586.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.007) | vol_63d(-0.004)
EPAM,43,2026-09-14,beta_hedged,0.520927980777878,0.7857142857142857,4,0.0,123.61000061035156,132788823.0,vol_63d(+0.017) | mkt_dispersion(+0.006) | vol_63d_rank(+0.003)
FCX,44,2026-09-14,beta_hedged,0.5190568799467506,0.7806122448979592,4,0.0,69.33999633789062,1104171041.0,vol_63d(+0.008) | mkt_dispersion(+0.006) | vol_63d_rank(+0.006)
INCY,45,2026-09-14,beta_hedged,0.5189403012715973,0.7755102040816326,4,0.0,122.19000244140625,158876654.0,vol_63d_rank(+0.007) | vol_63d(-0.005) | mkt_dispersion(+0.004)
STX,46,2026-09-14,beta_hedged,0.5180835620673198,0.7704081632653061,4,0.0,805.5499877929688,3097884868.0,mkt_dispersion(+0.011) | vol_63d(+0.011) | ret_21d_rank(-0.004)
SNPS,47,2026-09-14,beta_hedged,0.5175566761566895,0.7653061224489796,4,0.0,381.42999267578125,760635182.0,vol_63d(+0.007) | vol_63d_rank(+0.005) | mkt_dispersion(+0.003)
CF,48,2026-09-14,beta_hedged,0.5161307789733524,0.7602040816326531,4,0.0,131.24000549316406,341357960.0,close_vs_sma200(+0.009) | vol_63d_rank(+0.007) | vol_63d(-0.006)
TECH,49,2026-09-14,beta_hedged,0.5158367370352909,0.7551020408163265,4,0.0,72.2699966430664,173064497.0,vol_63d_rank(+0.006) | close_vs_sma200(+0.005) | mkt_dispersion(+0.003)
CRM,50,2026-09-14,beta_hedged,0.5151789705039739,0.75,4,0.0,259.42999267578125,3901432381.0,vol_63d(+0.016) | vol_63d_rank(+0.004) | vol_10d(-0.003)
RVTY,51,2026-09-14,beta_hedged,0.5148896451073651,0.7448979591836735,4,0.0,128.49000549316406,198017235.0,vol_63d_rank(+0.007) | close_vs_sma200(+0.006) | vol_63d(-0.005)
UBER,52,2026-09-14,beta_hedged,0.5147584444121828,0.7397959183673469,4,0.0,72.62999725341797,1281853728.0,vol_63d(+0.005) | mkt_dispersion(+0.004) | vol_63d_rank(+0.004)
EFX,53,2026-09-14,beta_hedged,0.5142961033731835,0.7346938775510204,4,0.0,172.2899932861328,210276421.0,vol_63d(+0.006) | mkt_dispersion(+0.005) | vol_63d_rank(+0.004)
EL,54,2026-09-14,beta_hedged,0.514135982733012,0.7295918367346939,4,0.0,98.22000122070312,394626876.0,vol_63d(+0.006) | vol_63d_rank(+0.003) | mkt_dispersion(+0.003)
PODD,55,2026-09-14,beta_hedged,0.5141162942792313,0.7244897959183674,4,0.0,137.8000030517578,247185476.0,vol_63d(+0.018) | mkt_dispersion(+0.006) | close_vs_sma200(-0.005)
MRK,56,2026-09-14,beta_hedged,0.5137589919232424,0.7193877551020408,4,0.0,144.85000610351562,1647947393.0,close_vs_sma200(+0.009) | vol_63d_rank(+0.007) | vol_63d(-0.006)
TGT,57,2026-09-14,beta_hedged,0.5128356612533794,0.7142857142857143,4,0.0,158.6999969482422,737724539.0,close_vs_sma200(+0.008) | vol_63d(-0.006) | vol_63d_rank(+0.005)
QCOM,58,2026-09-14,beta_hedged,0.5122354269732958,0.7091836734693877,4,0.0,180.14999389648438,1839087669.0,vol_63d_rank(+0.005) | mkt_dispersion(+0.005) | vol_63d(+0.004)
AVGO,59,2026-09-14,beta_hedged,0.5120188429003074,0.7040816326530612,4,0.0,344.7200012207031,9444629293.0,vol_63d(+0.005) | mkt_dispersion(+0.003) | vol_63d_rank(+0.002)
NUE,60,2026-09-14,beta_hedged,0.5119617030146433,0.6989795918367347,4,0.0,254.6300048828125,354205455.0,close_vs_sma200(+0.008) | vol_63d_rank(+0.006) | vol_63d(-0.005)
CHRW,61,2026-09-14,beta_hedged,0.5116378025755899,0.6938775510204082,4,0.0,157.30999755859375,187600007.0,mkt_dispersion(+0.005) | vol_63d_rank(+0.005) | vol_63d(+0.005)
RL,62,2026-09-14,beta_hedged,0.511519474498462,0.6887755102040817,4,0.0,341.42999267578125,245698074.0,vol_63d(+0.005) | mkt_dispersion(+0.004) | vol_63d_rank(+0.003)
GNRC,63,2026-09-14,beta_hedged,0.5113297820319965,0.6836734693877551,4,0.0,176.97999572753906,177569862.0,vol_63d(+0.017) | mkt_dispersion(+0.005) | ret_63d(-0.004)
FSLR,64,2026-09-14,beta_hedged,0.5112111899728196,0.6785714285714286,4,0.0,207.0399932861328,404440700.0,vol_63d_rank(+0.005) | vol_63d(+0.005) | mkt_dispersion(+0.004)
SLB,65,2026-09-14,beta_hedged,0.5111421889986335,0.673469387755102,4,0.0,53.31999969482422,705502682.0,vol_63d_rank(+0.005) | mkt_dispersion(+0.004) | vol_63d(+0.002)
ISRG,66,2026-09-14,beta_hedged,0.5111129406209513,0.6683673469387755,4,0.0,377.94000244140625,841321384.0,vol_63d_rank(+0.006) | vol_63d(+0.005) | mkt_dispersion(+0.004)
PWR,67,2026-09-14,beta_hedged,0.5110233243450519,0.6632653061224489,4,0.0,622.02001953125,661522098.0,mkt_dispersion(+0.006) | vol_63d(+0.006) | vol_63d_rank(+0.005)
PNR,68,2026-09-14,beta_hedged,0.5109561039981106,0.6581632653061225,4,0.0,56.18000030517578,231689942.0,close_vs_sma200(-0.004) | vol_63d_rank(+0.003) | vol_63d(+0.003)
MAS,69,2026-09-14,beta_hedged,0.5105520195606683,0.6530612244897959,4,0.0,69.41000366210938,132400018.0,vol_63d_rank(+0.006) | mkt_dispersion(+0.004) | close_vs_sma200(-0.003)
BKNG,70,2026-09-14,beta_hedged,0.5104568430992322,0.6479591836734694,4,0.0,175.35000610351562,1132128430.0,vol_63d(+0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
AKAM,71,2026-09-14,beta_hedged,0.5097781626635892,0.6428571428571429,4,0.0,105.56999969482422,324558453.0,vol_63d(+0.005) | vol_63d_rank(+0.004) | mkt_dispersion(+0.003)
GPC,72,2026-09-14,beta_hedged,0.5096439349832897,0.6377551020408163,4,0.0,133.2100067138672,138976136.0,vol_63d_rank(+0.007) | vol_63d(-0.005) | mkt_dispersion(+0.003)
PKG,73,2026-09-14,beta_hedged,0.5094406772430732,0.6326530612244898,4,0.0,233.25999450683594,151909561.0,vol_63d_rank(+0.006) | vol_63d(-0.005) | mkt_dispersion(+0.003)
TXN,74,2026-09-14,beta_hedged,0.5092762386576241,0.6275510204081632,4,0.0,263.4200134277344,1431096769.0,mkt_dispersion(+0.004) | vol_63d_rank(+0.004) | vol_63d(+0.004)
AAPL,75,2026-09-14,beta_hedged,0.5085558838207526,0.6224489795918368,4,0.0,333.0799865722656,13498420077.0,close_vs_sma200(+0.005) | vol_63d_rank(+0.005) | vol_63d(-0.004)
SYK,76,2026-09-14,beta_hedged,0.5084476710688092,0.6173469387755102,4,0.0,281.8699951171875,868498593.0,vol_63d(+0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
CPRT,77,2026-09-14,beta_hedged,0.5080676370752085,0.6122448979591837,4,0.0,31.729999542236328,351159552.0,vol_63d(+0.006) | mkt_dispersion(+0.005) | vol_63d_rank(+0.004)
AMAT,78,2026-09-14,beta_hedged,0.5078215172668917,0.6071428571428571,4,0.0,424.2099914550781,3209706911.0,vol_63d(+0.011) | mkt_dispersion(+0.006) | ret_21d_rank(-0.005)
DHR,79,2026-09-14,beta_hedged,0.5076953487320939,0.6020408163265306,4,0.0,203.25,670545889.0,vol_63d_rank(+0.007) | vol_63d(-0.006) | close_vs_sma200(-0.002)
RMD,80,2026-09-14,beta_hedged,0.5073426823215877,0.5969387755102041,3,0.0,222.99000549316406,306624338.0,vol_63d_rank(+0.007) | vol_63d(-0.006) | close_vs_sma200(-0.002)
MPWR,81,2026-09-14,beta_hedged,0.5072304535388868,0.5918367346938775,3,0.0,1143.239990234375,884117456.0,vol_63d(+0.011) | mkt_dispersion(+0.006) | ret_21d_rank(-0.005)
JBL,82,2026-09-14,beta_hedged,0.5071678301472754,0.5867346938775511,3,0.0,298.7200012207031,282201015.0,vol_63d(+0.005) | vol_63d_rank(+0.004) | mkt_dispersion(+0.003)
ODFL,83,2026-09-14,beta_hedged,0.5068783015250483,0.5816326530612245,3,0.0,181.91000366210938,314273802.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | sharpe_mom_63(+0.002)
FFIV,84,2026-09-14,beta_hedged,0.5068628850996427,0.576530612244898,3,0.0,411.489990234375,251982147.0,vol_63d_rank(+0.006) | mkt_dispersion(+0.005) | close_vs_sma200(+0.005)
COP,85,2026-09-14,beta_hedged,0.5067226244918587,0.5714285714285714,3,0.0,136.6699981689453,843437023.0,close_vs_sma200(+0.007) | vol_63d(-0.007) | sharpe_mom_63(+0.002)
ROP,86,2026-09-14,beta_hedged,0.5066068180089734,0.5663265306122449,3,0.0,394.6099853515625,264986035.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.002)
VRSN,87,2026-09-14,beta_hedged,0.5065698422694128,0.5612244897959183,3,0.0,298.6000061035156,195556364.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | mkt_dispersion(+0.003)
WST,88,2026-09-14,beta_hedged,0.5062706331777796,0.5561224489795918,3,0.0,355.20001220703125,198218613.0,close_vs_sma200(+0.007) | vol_63d(-0.006) | sharpe_mom_63(+0.002)
PHM,89,2026-09-14,beta_hedged,0.5061885367843338,0.5510204081632653,3,0.0,118.94000244140625,161690605.0,vol_63d_rank(+0.006) | vol_63d(-0.005) | close_vs_sma200(-0.003)
NVDA,90,2026-09-14,beta_hedged,0.5061878911784258,0.5459183673469388,3,0.0,210.9600067138672,28155987232.0,vol_63d_rank(+0.004) | mkt_dispersion(+0.003) | vol_63d(-0.002)
BLDR,91,2026-09-14,beta_hedged,0.5053335460043847,0.5408163265306123,3,0.0,60.2400016784668,137143382.0,vol_63d(+0.015) | close_vs_sma200(-0.005) | vol_10d(-0.004)
AOS,92,2026-09-14,beta_hedged,0.5052466480861431,0.5357142857142857,3,0.0,57.380001068115234,76471862.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
POOL,93,2026-09-14,beta_hedged,0.5046714637859551,0.5306122448979592,3,0.0,171.75999450683594,121303147.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.003)
BIIB,94,2026-09-14,beta_hedged,0.5045862261786174,0.5255102040816326,3,0.0,217.36000061035156,163874490.0,vol_63d_rank(+0.005) | mkt_dispersion(+0.003) | vol_63d(-0.002)
ADI,95,2026-09-14,beta_hedged,0.5039277990739125,0.5204081632653061,3,0.0,361.0199890136719,1340140213.0,vol_63d_rank(+0.005) | close_vs_sma200(-0.002) | mkt_dispersion(+0.002)
TRMB,96,2026-09-14,beta_hedged,0.503416191805833,0.5153061224489796,3,0.0,58.7400016784668,226148980.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
STLD,97,2026-09-14,beta_hedged,0.5030515656911595,0.5102040816326531,3,0.0,234.52999877929688,279271214.0,vol_63d_rank(+0.004) | mkt_dispersion(+0.003) | vol_21d(-0.002)
NXPI,98,2026-09-14,beta_hedged,0.5029352696365371,0.5051020408163265,3,0.0,224.22999572753906,693400390.0,vol_63d_rank(+0.004) | mkt_dispersion(+0.004) | vol_63d(+0.003)
ALGN,99,2026-09-14,beta_hedged,0.502717160988289,0.5,3,0.0,153.0,136666104.0,vol_63d_rank(+0.003) | vol_21d(-0.003) | close_vs_sma200(-0.002)
CRWD,100,2026-09-14,beta_hedged,0.5026635273468235,0.49489795918367346,3,0.0,235.3800048828125,2180712744.0,vol_63d(+0.018) | vol_10d(+0.010) | ret_5d(-0.007)
JBHT,101,2026-09-14,beta_hedged,0.502401218426724,0.4897959183673469,3,0.0,274.989990234375,228486077.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(-0.003)
CDNS,102,2026-09-14,beta_hedged,0.5022903550364417,0.4846938775510204,3,0.0,279.05999755859375,747314901.0,vol_63d(-0.004) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
CMI,103,2026-09-14,beta_hedged,0.502274612810261,0.47959183673469385,3,0.0,541.0999755859375,552613675.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
ALLE,104,2026-09-14,beta_hedged,0.5022021751784881,0.4744897959183674,3,0.0,155.38999938964844,209876913.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
REGN,105,2026-09-14,beta_hedged,0.5020277267344686,0.46938775510204084,3,0.0,793.739990234375,542026732.0,vol_63d(-0.007) | vol_63d_rank(+0.002) | close_vs_sma50(+0.001)
MKC,106,2026-09-14,beta_hedged,0.5019883303016229,0.4642857142857143,3,0.0,50.38999938964844,136533187.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
IR,107,2026-09-14,beta_hedged,0.5018708794208482,0.45918367346938777,3,0.0,72.12999725341797,259048136.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
EOG,108,2026-09-14,beta_hedged,0.5017506195115028,0.45408163265306123,3,0.0,148.5399932861328,408759151.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | vol_10d(-0.002)
CTVA,109,2026-09-14,beta_hedged,0.5017400002372572,0.4489795918367347,3,0.0,82.54000091552734,393899545.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.002)
CLX,110,2026-09-14,beta_hedged,0.5017061983974794,0.44387755102040816,3,0.0,89.30999755859375,294081716.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
BKR,111,2026-09-14,beta_hedged,0.501576153153116,0.4387755102040816,3,0.0,56.779998779296875,414857350.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
CSCO,112,2026-09-14,beta_hedged,0.5011245658804836,0.4336734693877551,3,0.0,110.05999755859375,1697444325.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | vol_21d(+0.001)
MCK,113,2026-09-14,beta_hedged,0.5008175705912721,0.42857142857142855,3,0.0,910.9500122070312,791263357.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | ret_63d_rank(+0.002)
HAL,114,2026-09-14,beta_hedged,0.5007840486462284,0.42346938775510207,3,0.0,35.0099983215332,388515106.0,vol_63d(-0.006) | vol_63d_rank(+0.006) | close_vs_sma200(-0.002)
WY,115,2026-09-14,beta_hedged,0.5005809943263845,0.41836734693877553,3,0.0,22.229999542236328,114030450.0,vol_63d(-0.005) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
LLY,116,2026-09-14,beta_hedged,0.5004416582540626,0.413265306122449,3,0.0,1138.280029296875,2928810730.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.002)
EBAY,117,2026-09-14,beta_hedged,0.500382340829914,0.40816326530612246,3,0.0,108.98999786376953,464300693.0,vol_63d_rank(+0.005) | vol_63d(-0.005) | close_vs_sma200(-0.002)
VMC,118,2026-09-14,beta_hedged,0.50030871070626,0.4030612244897959,3,0.0,250.5399932861328,249598271.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
JCI,119,2026-09-14,beta_hedged,0.500266842508063,0.3979591836734694,2,0.0,137.75999450683594,425408000.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
DHI,120,2026-09-14,beta_hedged,0.4999302395087004,0.39285714285714285,2,0.0,139.41000366210938,281599795.0,vol_63d(-0.006) | vol_63d_rank(+0.006) | close_vs_sma200(-0.003)
GEHC,121,2026-09-14,beta_hedged,0.49992131432859166,0.3877551020408163,2,0.0,64.25,189483991.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
DVN,122,2026-09-14,beta_hedged,0.49975179236892137,0.3826530612244898,2,0.0,49.72999954223633,510596719.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | ret_21d_rank(-0.003)
EMR,123,2026-09-14,beta_hedged,0.4993683646357748,0.37755102040816324,2,0.0,148.3000030517578,322637677.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
VRTX,124,2026-09-14,beta_hedged,0.4991055748220122,0.37244897959183676,2,0.0,519.510009765625,550428917.0,vol_63d(-0.007) | vol_63d_rank(+0.002) | vol_10d(-0.002)
TTD,125,2026-09-14,beta_hedged,0.49905310224619476,0.3673469387755102,2,0.0,14.970000267028809,238604944.0,vol_63d(+0.012) | close_vs_sma200(-0.007) | mkt_dispersion(+0.004)
ABT,126,2026-09-14,beta_hedged,0.49900349615468836,0.3622448979591837,2,0.0,103.08999633789062,878972706.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
TSCO,127,2026-09-14,beta_hedged,0.49874890328958627,0.35714285714285715,2,0.0,33.83000183105469,294458826.0,vol_63d(-0.006) | vol_63d_rank(+0.003) | close_vs_sma200(-0.003)
GOOGL,128,2026-09-14,beta_hedged,0.4987183102116495,0.3520408163265306,2,0.0,349.3900146484375,7806296783.0,vol_63d(-0.005) | vol_63d_rank(+0.005) | close_vs_sma200(-0.001)
ROK,129,2026-09-14,beta_hedged,0.49820764238612086,0.3469387755102041,2,0.0,418.8500061035156,290196251.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
WAB,130,2026-09-14,beta_hedged,0.4981443837396324,0.34183673469387754,2,0.0,278.4200134277344,249827514.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.001)
SHW,131,2026-09-14,beta_hedged,0.49809856119229434,0.336734693877551,2,0.0,324.5,526795510.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
BDX,132,2026-09-14,beta_hedged,0.49780371658398576,0.33163265306122447,2,0.0,182.91000366210938,299092855.0,vol_63d(-0.007) | vol_10d(-0.001) | vol_63d_rank(+0.001)
EQIX,133,2026-09-14,beta_hedged,0.4977742411079921,0.32653061224489793,2,0.0,998.719970703125,646804323.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
CARR,134,2026-09-14,beta_hedged,0.4975974160833789,0.32142857142857145,2,0.0,57.2599983215332,311818033.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
CEG,135,2026-09-14,beta_hedged,0.4973238225431846,0.3163265306122449,2,0.0,264.57000732421875,695528432.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
TEL,136,2026-09-14,beta_hedged,0.49696683038396344,0.3112244897959184,2,0.0,203.3699951171875,416042176.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.003)
TT,137,2026-09-14,beta_hedged,0.49661567260713196,0.30612244897959184,2,0.0,426.010009765625,412871128.0,vol_63d(-0.006) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
MNST,138,2026-09-14,beta_hedged,0.49615951284902354,0.3010204081632653,2,0.0,44.20000076293945,443849208.0,vol_63d(+0.009) | close_vs_sma200(-0.006) | vol_10d(-0.006)
