ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
VMC,112,2026-08-26,beta_hedged,0.4968010816680592,0.418848167539267,3,0.0,273.739990234375,276224404.0,vol_63d(-0.004) | close_vs_sma200(-0.003) | ret_21d_rank(+0.002)
TEL,113,2026-08-26,beta_hedged,0.49653328208407393,0.41361256544502617,3,0.0,205.02999877929688,443115507.0,vol_63d(-0.004) | vol_21d(-0.004) | close_vs_sma200(-0.003)
UPS,114,2026-08-26,beta_hedged,0.49632986851482497,0.4083769633507853,3,0.0,105.6500015258789,523217453.0,vol_63d(-0.004) | vol_63d_rank(+0.003) | close_vs_sma200(-0.002)
AVY,115,2026-08-26,beta_hedged,0.4962837621571987,0.4031413612565445,3,0.0,182.3300018310547,151532185.0,vol_63d(-0.007) | vol_63d_rank(-0.003) | close_vs_sma50(+0.002)
MCK,116,2026-08-26,beta_hedged,0.4962620761235927,0.39790575916230364,2,0.0,896.6500244140625,868627654.0,vol_63d(-0.005) | vol_21d(-0.004) | ret_63d_rank(+0.002)
QCOM,117,2026-08-26,beta_hedged,0.49625352603030964,0.39267015706806285,2,0.0,163.72000122070312,1729360274.0,vol_63d(+0.013) | vol_21d(-0.004) | mkt_breadth(-0.004)
TT,118,2026-08-26,beta_hedged,0.49597533541202926,0.387434554973822,2,0.0,463.3999938964844,544395375.0,vol_63d(-0.005) | close_vs_sma200(-0.002) | vol_21d(+0.001)
NVDA,119,2026-08-26,beta_hedged,0.4958321365385138,0.38219895287958117,2,0.0,209.66000366210938,24549313082.0,vol_63d_rank(+0.004) | vol_63d(-0.003) | vol_21d(-0.003)
REGN,120,2026-08-26,beta_hedged,0.49570827649053156,0.3769633507853403,2,0.0,814.7899780273438,641645233.0,vol_63d(-0.008) | close_vs_sma50(+0.007) | ret_21d_rank(-0.003)
PWR,121,2026-08-26,beta_hedged,0.49511261588835054,0.3717277486910995,2,0.0,616.72998046875,838362911.0,vol_63d(+0.011) | mkt_breadth(-0.005) | close_vs_sma200(-0.005)
